destination,region,date,platform,sentiment,score,aspect,language,reviewer_type
Mallorca,Islas Baleares,2025-01-17,TripAdvisor,Positivo,4.6,Transporte,es,Amigos
San Sebastián,País Vasco,2025-01-17,Google Reviews,Negativo,2.3,Transporte,en,Familia
Teruel,Aragón,2025-01-18,Google Reviews,Positivo,4.6,Precio,fr,Pareja
Barcelona,Cataluña,2025-01-19,Airbnb,Neutro,3.3,Precio,it,Familia
San Sebastián,País Vasco,2025-01-19,Google Reviews,Positivo,4.3,Limpieza,fr,Familia
Picos de Europa,Asturias/Cantabria,2025-01-19,TripAdvisor,Positivo,4.0,Atractivos,de,Solo
Costa Brava,Cataluña,2025-01-19,Google Reviews,Negativo,1.9,Limpieza,en,Familia
Teruel,Aragón,2025-01-19,Booking.com,Neutro,2.5,Atractivos,en,Pareja
Tenerife,Islas Canarias,2025-01-20,Google Reviews,Positivo,4.7,Masificación,de,Amigos
Ronda,Andalucía,2025-01-20,Google Reviews,Negativo,2.3,Precio,es,Pareja
Costa Brava,Cataluña,2025-01-20,Airbnb,Negativo,2.2,Atractivos,fr,Pareja
Teruel,Aragón,2025-01-20,Google Reviews,Negativo,1.1,Limpieza,en,Solo
Valencia,Comunidad Valenciana,2025-01-20,Airbnb,Positivo,4.6,Limpieza,fr,Amigos
Valencia,Comunidad Valenciana,2025-01-21,Booking.com,Negativo,1.9,Masificación,en,Amigos
Ronda,Andalucía,2025-01-21,Booking.com,Positivo,4.7,Gastronomía,it,Pareja
Tenerife,Islas Canarias,2025-01-21,Booking.com,Negativo,1.4,Atractivos,es,Solo
Granada,Andalucía,2025-01-21,Booking.com,Negativo,2.4,Atractivos,es,Amigos
Sevilla,Andalucía,2025-01-22,Booking.com,Positivo,3.6,Transporte,en,Pareja
Valencia,Comunidad Valenciana,2025-01-22,Booking.com,Neutro,3.0,Masificación,es,Pareja
Valencia,Comunidad Valenciana,2025-01-22,Google Reviews,Neutro,3.0,Transporte,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-01-22,Google Reviews,Neutro,3.3,Limpieza,es,Pareja
Madrid,Madrid,2025-01-22,Airbnb,Positivo,3.5,Limpieza,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-01-22,Airbnb,Negativo,1.8,Limpieza,en,Familia
Sevilla,Andalucía,2025-01-22,Airbnb,Positivo,3.9,Precio,fr,Pareja
Ronda,Andalucía,2025-01-22,TripAdvisor,Positivo,5.0,Atractivos,fr,Familia
Ronda,Andalucía,2025-01-23,Airbnb,Positivo,3.7,Masificación,en,Pareja
Valencia,Comunidad Valenciana,2025-01-23,Airbnb,Positivo,4.7,Atractivos,es,Pareja
Mallorca,Islas Baleares,2025-01-24,Google Reviews,Neutro,3.1,Limpieza,es,Familia
Teruel,Aragón,2025-01-25,Google Reviews,Positivo,3.8,Masificación,en,Familia
Tenerife,Islas Canarias,2025-01-25,Google Reviews,Positivo,4.3,Limpieza,de,Solo
Sevilla,Andalucía,2025-01-25,TripAdvisor,Positivo,3.8,Atractivos,es,Pareja
Tenerife,Islas Canarias,2025-01-26,TripAdvisor,Positivo,4.8,Limpieza,en,Amigos
Barcelona,Cataluña,2025-01-26,Airbnb,Positivo,4.7,Transporte,es,Pareja
San Sebastián,País Vasco,2025-01-27,TripAdvisor,Neutro,3.4,Precio,es,Pareja
Barcelona,Cataluña,2025-01-27,Google Reviews,Negativo,2.5,Limpieza,fr,Pareja
Picos de Europa,Asturias/Cantabria,2025-01-27,Google Reviews,Positivo,4.0,Transporte,en,Familia
Teruel,Aragón,2025-01-28,Booking.com,Neutro,2.7,Transporte,fr,Familia
Costa Brava,Cataluña,2025-01-28,Booking.com,Neutro,3.4,Limpieza,de,Familia
Mallorca,Islas Baleares,2025-01-29,Google Reviews,Negativo,1.7,Alojamiento,en,Amigos
Valencia,Comunidad Valenciana,2025-01-29,TripAdvisor,Negativo,1.6,Alojamiento,es,Pareja
Teruel,Aragón,2025-01-29,Airbnb,Positivo,4.4,Gastronomía,it,Familia
Granada,Andalucía,2025-01-29,TripAdvisor,Positivo,4.4,Precio,de,Familia
San Sebastián,País Vasco,2025-01-29,Google Reviews,Positivo,4.1,Limpieza,es,Amigos
Extremadura,Extremadura,2025-01-30,Airbnb,Positivo,3.8,Limpieza,fr,Solo
Granada,Andalucía,2025-01-30,Booking.com,Negativo,2.4,Transporte,fr,Familia
San Sebastián,País Vasco,2025-02-01,TripAdvisor,Neutro,2.6,Alojamiento,fr,Pareja
Madrid,Madrid,2025-02-01,Airbnb,Positivo,4.4,Gastronomía,es,Familia
Costa del Sol,Andalucía,2025-02-01,Booking.com,Negativo,2.1,Alojamiento,es,Familia
Madrid,Madrid,2025-02-02,Booking.com,Positivo,4.2,Atractivos,de,Pareja
Mallorca,Islas Baleares,2025-02-02,TripAdvisor,Positivo,4.9,Masificación,de,Amigos
Mallorca,Islas Baleares,2025-02-02,TripAdvisor,Negativo,1.2,Alojamiento,en,Pareja
Valencia,Comunidad Valenciana,2025-02-03,Airbnb,Negativo,1.5,Alojamiento,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-02-04,Google Reviews,Positivo,4.4,Atractivos,es,Familia
Costa del Sol,Andalucía,2025-02-04,Booking.com,Positivo,4.6,Precio,es,Familia
Teruel,Aragón,2025-02-04,TripAdvisor,Neutro,3.1,Transporte,en,Familia
Extremadura,Extremadura,2025-02-04,Airbnb,Negativo,1.8,Atractivos,de,Familia
Barcelona,Cataluña,2025-02-04,Booking.com,Neutro,3.0,Precio,es,Familia
Extremadura,Extremadura,2025-02-05,Airbnb,Positivo,4.8,Limpieza,en,Familia
Costa Brava,Cataluña,2025-02-05,Airbnb,Neutro,3.2,Transporte,en,Amigos
Picos de Europa,Asturias/Cantabria,2025-02-05,Google Reviews,Neutro,3.0,Transporte,es,Amigos
Madrid,Madrid,2025-02-06,Booking.com,Positivo,4.4,Limpieza,it,Pareja
Sevilla,Andalucía,2025-02-06,Airbnb,Positivo,4.6,Atractivos,en,Amigos
Sevilla,Andalucía,2025-02-06,TripAdvisor,Neutro,3.4,Atractivos,fr,Pareja
Teruel,Aragón,2025-02-07,Google Reviews,Positivo,3.9,Transporte,de,Familia
Valencia,Comunidad Valenciana,2025-02-07,TripAdvisor,Negativo,1.1,Precio,en,Familia
Extremadura,Extremadura,2025-02-07,Airbnb,Positivo,4.7,Transporte,it,Familia
Extremadura,Extremadura,2025-02-08,Airbnb,Neutro,3.3,Gastronomía,it,Amigos
Sevilla,Andalucía,2025-02-08,Google Reviews,Negativo,1.9,Masificación,es,Familia
Barcelona,Cataluña,2025-02-08,Booking.com,Negativo,1.5,Masificación,en,Pareja
Teruel,Aragón,2025-02-09,TripAdvisor,Positivo,3.6,Masificación,de,Pareja
Barcelona,Cataluña,2025-02-09,Airbnb,Negativo,2.1,Atractivos,en,Amigos
Extremadura,Extremadura,2025-02-09,Booking.com,Positivo,4.4,Atractivos,de,Pareja
Mallorca,Islas Baleares,2025-02-09,TripAdvisor,Neutro,3.5,Limpieza,en,Negocios
Costa del Sol,Andalucía,2025-02-09,TripAdvisor,Neutro,2.5,Masificación,es,Amigos
Madrid,Madrid,2025-02-09,Airbnb,Negativo,2.3,Precio,es,Negocios
Costa Brava,Cataluña,2025-02-10,Google Reviews,Negativo,2.1,Atractivos,de,Familia
Extremadura,Extremadura,2025-02-11,Booking.com,Neutro,3.4,Limpieza,it,Familia
San Sebastián,País Vasco,2025-02-11,Airbnb,Positivo,4.6,Atractivos,en,Pareja
Costa del Sol,Andalucía,2025-02-11,Google Reviews,Neutro,3.4,Transporte,es,Solo
Barcelona,Cataluña,2025-02-12,Airbnb,Negativo,1.1,Transporte,de,Solo
Barcelona,Cataluña,2025-02-12,Google Reviews,Neutro,2.6,Transporte,en,Pareja
Costa Brava,Cataluña,2025-02-12,Google Reviews,Positivo,4.6,Gastronomía,fr,Pareja
Granada,Andalucía,2025-02-13,Google Reviews,Positivo,4.8,Precio,en,Pareja
Sevilla,Andalucía,2025-02-13,Booking.com,Neutro,3.5,Limpieza,es,Familia
Costa Brava,Cataluña,2025-02-13,Booking.com,Positivo,5.0,Atractivos,de,Familia
Sevilla,Andalucía,2025-02-14,Google Reviews,Positivo,4.0,Precio,en,Negocios
Tenerife,Islas Canarias,2025-02-14,Airbnb,Neutro,3.2,Gastronomía,en,Amigos
Barcelona,Cataluña,2025-02-15,Google Reviews,Negativo,2.3,Alojamiento,de,Pareja
San Sebastián,País Vasco,2025-02-16,TripAdvisor,Positivo,3.5,Transporte,es,Familia
Valencia,Comunidad Valenciana,2025-02-16,Airbnb,Positivo,4.5,Atractivos,es,Amigos
Valencia,Comunidad Valenciana,2025-02-16,Booking.com,Positivo,4.8,Precio,en,Familia
Sevilla,Andalucía,2025-02-17,Google Reviews,Negativo,1.0,Transporte,it,Pareja
Ronda,Andalucía,2025-02-17,Booking.com,Positivo,4.8,Atractivos,en,Familia
San Sebastián,País Vasco,2025-02-18,TripAdvisor,Positivo,4.5,Atractivos,fr,Familia
Picos de Europa,Asturias/Cantabria,2025-02-18,Booking.com,Neutro,3.4,Alojamiento,es,Amigos
Granada,Andalucía,2025-02-18,Booking.com,Negativo,2.3,Gastronomía,it,Pareja
Costa del Sol,Andalucía,2025-02-19,Booking.com,Negativo,2.5,Gastronomía,en,Pareja
Barcelona,Cataluña,2025-02-19,Booking.com,Negativo,2.5,Atractivos,es,Amigos
Tenerife,Islas Canarias,2025-02-19,Airbnb,Negativo,2.1,Masificación,es,Familia
Sevilla,Andalucía,2025-02-20,TripAdvisor,Positivo,3.7,Precio,es,Familia
Madrid,Madrid,2025-02-20,Airbnb,Positivo,4.5,Precio,de,Familia
San Sebastián,País Vasco,2025-02-20,Booking.com,Positivo,4.5,Transporte,es,Pareja
Tenerife,Islas Canarias,2025-02-20,Google Reviews,Negativo,1.1,Gastronomía,es,Amigos
Teruel,Aragón,2025-02-20,Booking.com,Positivo,4.4,Transporte,en,Pareja
San Sebastián,País Vasco,2025-02-21,Booking.com,Negativo,1.2,Precio,es,Familia
Tenerife,Islas Canarias,2025-02-22,TripAdvisor,Negativo,2.4,Transporte,fr,Familia
Extremadura,Extremadura,2025-02-23,Booking.com,Positivo,4.6,Masificación,en,Solo
Sevilla,Andalucía,2025-02-24,Google Reviews,Negativo,2.3,Limpieza,de,Pareja
Teruel,Aragón,2025-02-24,Airbnb,Positivo,3.6,Alojamiento,de,Familia
Mallorca,Islas Baleares,2025-02-25,Airbnb,Negativo,2.1,Limpieza,fr,Familia
Tenerife,Islas Canarias,2025-02-25,Airbnb,Negativo,2.1,Precio,fr,Amigos
Teruel,Aragón,2025-02-25,Airbnb,Neutro,3.2,Gastronomía,fr,Familia
Mallorca,Islas Baleares,2025-02-25,Google Reviews,Positivo,4.6,Transporte,de,Pareja
Tenerife,Islas Canarias,2025-02-26,Google Reviews,Negativo,1.3,Transporte,fr,Familia
Madrid,Madrid,2025-02-26,Airbnb,Positivo,4.1,Alojamiento,en,Familia
Costa del Sol,Andalucía,2025-02-26,TripAdvisor,Negativo,1.4,Precio,it,Familia
Sevilla,Andalucía,2025-02-26,Airbnb,Negativo,1.0,Limpieza,en,Amigos
Picos de Europa,Asturias/Cantabria,2025-02-26,TripAdvisor,Neutro,2.6,Transporte,fr,Solo
Granada,Andalucía,2025-02-27,Airbnb,Positivo,4.4,Masificación,es,Amigos
Costa del Sol,Andalucía,2025-02-28,Google Reviews,Negativo,1.4,Alojamiento,en,Amigos
San Sebastián,País Vasco,2025-02-28,TripAdvisor,Neutro,2.6,Alojamiento,de,Negocios
Tenerife,Islas Canarias,2025-02-28,Google Reviews,Positivo,3.8,Alojamiento,de,Pareja
Mallorca,Islas Baleares,2025-03-01,Airbnb,Negativo,1.6,Atractivos,en,Pareja
Valencia,Comunidad Valenciana,2025-03-01,Google Reviews,Positivo,3.7,Gastronomía,fr,Pareja
Barcelona,Cataluña,2025-03-01,Google Reviews,Neutro,2.7,Atractivos,en,Familia
Barcelona,Cataluña,2025-03-02,Airbnb,Positivo,4.6,Alojamiento,fr,Pareja
Picos de Europa,Asturias/Cantabria,2025-03-02,Booking.com,Positivo,4.9,Precio,de,Solo
Ronda,Andalucía,2025-03-03,Booking.com,Positivo,5.0,Transporte,fr,Pareja
Sevilla,Andalucía,2025-03-03,TripAdvisor,Negativo,1.9,Alojamiento,es,Pareja
Costa del Sol,Andalucía,2025-03-03,Booking.com,Negativo,1.3,Gastronomía,it,Amigos
Extremadura,Extremadura,2025-03-03,Google Reviews,Neutro,3.1,Gastronomía,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-03-04,TripAdvisor,Positivo,3.6,Transporte,fr,Amigos
Barcelona,Cataluña,2025-03-04,TripAdvisor,Negativo,1.7,Precio,es,Amigos
Extremadura,Extremadura,2025-03-04,Airbnb,Positivo,3.8,Transporte,fr,Pareja
Valencia,Comunidad Valenciana,2025-03-05,Airbnb,Negativo,2.0,Gastronomía,en,Familia
Picos de Europa,Asturias/Cantabria,2025-03-05,Google Reviews,Positivo,4.2,Masificación,fr,Pareja
Mallorca,Islas Baleares,2025-03-05,Booking.com,Negativo,2.2,Transporte,es,Amigos
Picos de Europa,Asturias/Cantabria,2025-03-06,Google Reviews,Positivo,4.7,Alojamiento,es,Amigos
Picos de Europa,Asturias/Cantabria,2025-03-06,TripAdvisor,Positivo,4.4,Atractivos,de,Negocios
Barcelona,Cataluña,2025-03-07,Booking.com,Negativo,1.3,Limpieza,es,Amigos
Teruel,Aragón,2025-03-07,Google Reviews,Positivo,4.6,Precio,it,Familia
Mallorca,Islas Baleares,2025-03-08,Google Reviews,Neutro,2.8,Precio,fr,Amigos
Teruel,Aragón,2025-03-08,Airbnb,Positivo,4.3,Alojamiento,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-03-08,TripAdvisor,Positivo,4.9,Atractivos,es,Amigos
Valencia,Comunidad Valenciana,2025-03-09,Airbnb,Positivo,3.6,Masificación,de,Pareja
Barcelona,Cataluña,2025-03-09,TripAdvisor,Negativo,2.2,Gastronomía,es,Familia
Costa Brava,Cataluña,2025-03-09,Google Reviews,Positivo,3.7,Precio,es,Familia
Extremadura,Extremadura,2025-03-10,TripAdvisor,Neutro,3.0,Atractivos,es,Familia
Ronda,Andalucía,2025-03-10,Google Reviews,Positivo,5.0,Atractivos,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-03-10,Booking.com,Positivo,4.4,Precio,en,Amigos
Costa Brava,Cataluña,2025-03-11,TripAdvisor,Neutro,3.0,Alojamiento,es,Amigos
Sevilla,Andalucía,2025-03-11,TripAdvisor,Negativo,2.4,Atractivos,fr,Pareja
Teruel,Aragón,2025-03-11,Google Reviews,Positivo,4.4,Masificación,en,Pareja
Valencia,Comunidad Valenciana,2025-03-11,Google Reviews,Neutro,2.8,Atractivos,es,Familia
Tenerife,Islas Canarias,2025-03-12,Airbnb,Positivo,4.3,Atractivos,es,Pareja
San Sebastián,País Vasco,2025-03-13,Google Reviews,Negativo,1.0,Alojamiento,en,Familia
Picos de Europa,Asturias/Cantabria,2025-03-14,TripAdvisor,Positivo,3.9,Atractivos,es,Pareja
Tenerife,Islas Canarias,2025-03-14,Airbnb,Positivo,4.9,Alojamiento,fr,Amigos
Costa del Sol,Andalucía,2025-03-15,TripAdvisor,Negativo,1.8,Gastronomía,en,Amigos
Mallorca,Islas Baleares,2025-03-15,Booking.com,Neutro,2.8,Atractivos,fr,Pareja
Picos de Europa,Asturias/Cantabria,2025-03-15,TripAdvisor,Positivo,4.2,Gastronomía,es,Pareja
Extremadura,Extremadura,2025-03-16,Airbnb,Positivo,4.6,Atractivos,de,Amigos
Ronda,Andalucía,2025-03-17,Google Reviews,Positivo,4.5,Masificación,fr,Pareja
San Sebastián,País Vasco,2025-03-18,Booking.com,Positivo,4.2,Transporte,fr,Amigos
Teruel,Aragón,2025-03-18,Airbnb,Positivo,4.5,Limpieza,en,Pareja
Barcelona,Cataluña,2025-03-18,Booking.com,Negativo,1.5,Gastronomía,es,Familia
Sevilla,Andalucía,2025-03-19,Google Reviews,Negativo,2.2,Atractivos,es,Pareja
Tenerife,Islas Canarias,2025-03-20,TripAdvisor,Negativo,1.3,Transporte,es,Familia
Tenerife,Islas Canarias,2025-03-20,TripAdvisor,Neutro,3.4,Atractivos,fr,Pareja
Costa del Sol,Andalucía,2025-03-20,Booking.com,Neutro,2.8,Masificación,fr,Amigos
Tenerife,Islas Canarias,2025-03-21,TripAdvisor,Positivo,4.9,Atractivos,en,Familia
Picos de Europa,Asturias/Cantabria,2025-03-22,Booking.com,Positivo,4.2,Transporte,it,Pareja
Granada,Andalucía,2025-03-22,Google Reviews,Positivo,3.5,Gastronomía,en,Familia
Teruel,Aragón,2025-03-22,Booking.com,Neutro,2.7,Alojamiento,it,Amigos
Valencia,Comunidad Valenciana,2025-03-24,Airbnb,Negativo,1.6,Transporte,en,Pareja
Barcelona,Cataluña,2025-03-25,Google Reviews,Neutro,2.8,Transporte,es,Familia
Barcelona,Cataluña,2025-03-25,TripAdvisor,Positivo,4.3,Gastronomía,en,Solo
Valencia,Comunidad Valenciana,2025-03-25,Google Reviews,Positivo,4.7,Limpieza,es,Pareja
Barcelona,Cataluña,2025-03-25,Airbnb,Positivo,3.6,Masificación,fr,Pareja
Tenerife,Islas Canarias,2025-03-25,Airbnb,Negativo,1.1,Masificación,de,Pareja
Tenerife,Islas Canarias,2025-03-27,Booking.com,Positivo,4.5,Precio,en,Pareja
Tenerife,Islas Canarias,2025-03-27,Google Reviews,Positivo,4.0,Limpieza,en,Familia
Tenerife,Islas Canarias,2025-03-28,TripAdvisor,Negativo,1.2,Atractivos,en,Pareja
Tenerife,Islas Canarias,2025-03-28,Google Reviews,Negativo,1.1,Atractivos,en,Pareja
Barcelona,Cataluña,2025-03-28,Airbnb,Negativo,2.3,Alojamiento,es,Familia
Madrid,Madrid,2025-03-28,TripAdvisor,Positivo,4.0,Transporte,es,Familia
Granada,Andalucía,2025-03-28,TripAdvisor,Positivo,3.7,Atractivos,de,Familia
Tenerife,Islas Canarias,2025-03-28,Google Reviews,Negativo,1.6,Atractivos,it,Pareja
Costa Brava,Cataluña,2025-03-29,TripAdvisor,Negativo,1.9,Atractivos,de,Pareja
Picos de Europa,Asturias/Cantabria,2025-03-30,Airbnb,Positivo,4.3,Limpieza,en,Familia
Granada,Andalucía,2025-03-30,Booking.com,Positivo,3.6,Masificación,de,Negocios
Granada,Andalucía,2025-03-30,Google Reviews,Positivo,4.3,Masificación,en,Pareja
Extremadura,Extremadura,2025-03-31,TripAdvisor,Neutro,2.7,Limpieza,fr,Pareja
Teruel,Aragón,2025-03-31,Airbnb,Positivo,4.1,Atractivos,de,Solo
Barcelona,Cataluña,2025-04-01,Airbnb,Negativo,1.2,Transporte,fr,Familia
Tenerife,Islas Canarias,2025-04-02,TripAdvisor,Positivo,3.9,Gastronomía,en,Pareja
Extremadura,Extremadura,2025-04-02,Booking.com,Positivo,5.0,Precio,it,Familia
Teruel,Aragón,2025-04-02,TripAdvisor,Positivo,4.3,Atractivos,de,Amigos
Madrid,Madrid,2025-04-02,TripAdvisor,Negativo,1.9,Transporte,es,Pareja
Costa del Sol,Andalucía,2025-04-03,Airbnb,Neutro,2.6,Limpieza,fr,Pareja
Barcelona,Cataluña,2025-04-03,TripAdvisor,Positivo,4.7,Masificación,de,Pareja
Sevilla,Andalucía,2025-04-03,Airbnb,Negativo,1.9,Gastronomía,de,Familia
Granada,Andalucía,2025-04-03,Google Reviews,Negativo,1.5,Precio,en,Amigos
Teruel,Aragón,2025-04-04,Google Reviews,Positivo,4.6,Masificación,de,Familia
Teruel,Aragón,2025-04-04,Google Reviews,Negativo,2.5,Limpieza,it,Familia
San Sebastián,País Vasco,2025-04-06,Booking.com,Negativo,2.0,Gastronomía,es,Familia
Granada,Andalucía,2025-04-06,Booking.com,Positivo,4.2,Gastronomía,fr,Familia
Picos de Europa,Asturias/Cantabria,2025-04-07,Booking.com,Negativo,2.1,Atractivos,it,Pareja
Granada,Andalucía,2025-04-07,Booking.com,Negativo,1.1,Transporte,es,Familia
Mallorca,Islas Baleares,2025-04-08,Google Reviews,Negativo,2.1,Transporte,en,Familia
San Sebastián,País Vasco,2025-04-10,Airbnb,Positivo,4.7,Limpieza,en,Pareja
Costa del Sol,Andalucía,2025-04-10,Airbnb,Positivo,4.7,Masificación,en,Pareja
Extremadura,Extremadura,2025-04-10,Airbnb,Positivo,4.4,Precio,en,Amigos
Sevilla,Andalucía,2025-04-10,Airbnb,Positivo,3.6,Atractivos,de,Amigos
Picos de Europa,Asturias/Cantabria,2025-04-10,Google Reviews,Negativo,2.0,Transporte,es,Pareja
Ronda,Andalucía,2025-04-10,Airbnb,Neutro,3.4,Masificación,it,Solo
Granada,Andalucía,2025-04-10,TripAdvisor,Positivo,4.8,Alojamiento,en,Pareja
Barcelona,Cataluña,2025-04-11,Booking.com,Neutro,2.6,Transporte,en,Solo
Costa Brava,Cataluña,2025-04-11,Booking.com,Positivo,4.4,Precio,en,Amigos
Picos de Europa,Asturias/Cantabria,2025-04-11,Booking.com,Negativo,1.1,Limpieza,es,Pareja
Ronda,Andalucía,2025-04-11,Airbnb,Positivo,4.9,Gastronomía,fr,Amigos
Ronda,Andalucía,2025-04-11,TripAdvisor,Positivo,3.8,Limpieza,en,Familia
Teruel,Aragón,2025-04-11,Google Reviews,Neutro,3.3,Alojamiento,fr,Solo
Valencia,Comunidad Valenciana,2025-04-12,Airbnb,Positivo,4.2,Transporte,it,Solo
Ronda,Andalucía,2025-04-12,Google Reviews,Positivo,4.9,Masificación,en,Familia
Mallorca,Islas Baleares,2025-04-12,TripAdvisor,Neutro,3.5,Alojamiento,es,Familia
Ronda,Andalucía,2025-04-13,Booking.com,Neutro,2.8,Transporte,es,Pareja
Teruel,Aragón,2025-04-13,TripAdvisor,Negativo,1.7,Masificación,it,Familia
Costa del Sol,Andalucía,2025-04-13,Airbnb,Negativo,1.7,Transporte,fr,Pareja
Costa del Sol,Andalucía,2025-04-13,Airbnb,Negativo,2.0,Atractivos,es,Amigos
Granada,Andalucía,2025-04-13,Google Reviews,Positivo,4.2,Gastronomía,en,Pareja
Teruel,Aragón,2025-04-14,Google Reviews,Positivo,4.8,Gastronomía,de,Familia
Costa del Sol,Andalucía,2025-04-14,TripAdvisor,Positivo,4.9,Masificación,it,Amigos
Extremadura,Extremadura,2025-04-14,Airbnb,Neutro,3.0,Atractivos,en,Pareja
Valencia,Comunidad Valenciana,2025-04-15,Airbnb,Positivo,3.7,Gastronomía,de,Familia
Costa Brava,Cataluña,2025-04-15,Booking.com,Negativo,2.3,Transporte,de,Familia
Ronda,Andalucía,2025-04-17,Booking.com,Neutro,3.0,Transporte,en,Pareja
Valencia,Comunidad Valenciana,2025-04-18,Airbnb,Negativo,1.2,Transporte,es,Pareja
Mallorca,Islas Baleares,2025-04-18,TripAdvisor,Neutro,2.6,Gastronomía,es,Amigos
Costa Brava,Cataluña,2025-04-18,Booking.com,Positivo,3.9,Precio,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-04-19,Airbnb,Positivo,4.9,Gastronomía,en,Familia
Costa Brava,Cataluña,2025-04-22,Airbnb,Negativo,1.0,Atractivos,es,Pareja
Granada,Andalucía,2025-04-22,TripAdvisor,Negativo,2.2,Precio,fr,Pareja
Tenerife,Islas Canarias,2025-04-23,Google Reviews,Negativo,1.7,Alojamiento,fr,Pareja
Ronda,Andalucía,2025-04-23,Booking.com,Positivo,4.2,Atractivos,de,Familia
Sevilla,Andalucía,2025-04-23,Google Reviews,Negativo,1.7,Atractivos,it,Pareja
Barcelona,Cataluña,2025-04-24,Booking.com,Neutro,2.7,Alojamiento,en,Familia
Costa Brava,Cataluña,2025-04-24,Airbnb,Neutro,3.3,Masificación,it,Amigos
Granada,Andalucía,2025-04-24,Booking.com,Neutro,3.4,Precio,de,Pareja
Picos de Europa,Asturias/Cantabria,2025-04-25,Google Reviews,Positivo,4.2,Precio,es,Amigos
San Sebastián,País Vasco,2025-04-25,Airbnb,Positivo,4.7,Limpieza,es,Familia
Granada,Andalucía,2025-04-25,Google Reviews,Positivo,4.8,Atractivos,it,Familia
Tenerife,Islas Canarias,2025-04-26,Booking.com,Positivo,4.9,Atractivos,fr,Amigos
Extremadura,Extremadura,2025-04-26,TripAdvisor,Positivo,3.9,Gastronomía,en,Familia
Ronda,Andalucía,2025-04-26,Google Reviews,Positivo,4.7,Gastronomía,es,Amigos
Extremadura,Extremadura,2025-04-27,Google Reviews,Positivo,3.6,Precio,it,Pareja
Madrid,Madrid,2025-04-27,Booking.com,Negativo,1.3,Limpieza,it,Familia
Extremadura,Extremadura,2025-04-27,TripAdvisor,Neutro,3.5,Atractivos,de,Pareja
Granada,Andalucía,2025-04-27,Airbnb,Positivo,4.5,Gastronomía,fr,Pareja
Teruel,Aragón,2025-04-27,Google Reviews,Neutro,2.5,Limpieza,en,Familia
Mallorca,Islas Baleares,2025-04-28,Airbnb,Negativo,1.4,Gastronomía,es,Pareja
San Sebastián,País Vasco,2025-04-28,Booking.com,Positivo,4.5,Atractivos,en,Familia
Madrid,Madrid,2025-04-28,TripAdvisor,Positivo,3.9,Atractivos,en,Solo
Extremadura,Extremadura,2025-04-29,Booking.com,Neutro,2.7,Transporte,es,Amigos
Tenerife,Islas Canarias,2025-04-29,TripAdvisor,Negativo,2.1,Precio,en,Familia
Sevilla,Andalucía,2025-04-30,Airbnb,Neutro,3.1,Gastronomía,de,Pareja
Madrid,Madrid,2025-04-30,Booking.com,Positivo,5.0,Masificación,de,Pareja
Teruel,Aragón,2025-05-01,TripAdvisor,Positivo,4.5,Precio,en,Pareja
Tenerife,Islas Canarias,2025-05-01,Booking.com,Negativo,1.1,Limpieza,de,Amigos
Costa del Sol,Andalucía,2025-05-01,Google Reviews,Negativo,1.8,Precio,it,Familia
Granada,Andalucía,2025-05-01,Booking.com,Negativo,1.4,Limpieza,de,Pareja
Barcelona,Cataluña,2025-05-02,TripAdvisor,Neutro,2.7,Atractivos,en,Amigos
Valencia,Comunidad Valenciana,2025-05-02,Google Reviews,Negativo,1.4,Atractivos,es,Pareja
San Sebastián,País Vasco,2025-05-02,Airbnb,Positivo,3.7,Gastronomía,fr,Solo
Mallorca,Islas Baleares,2025-05-02,Booking.com,Positivo,4.6,Alojamiento,de,Familia
San Sebastián,País Vasco,2025-05-03,Booking.com,Positivo,3.6,Atractivos,es,Familia
Sevilla,Andalucía,2025-05-03,Airbnb,Positivo,4.9,Transporte,de,Pareja
Picos de Europa,Asturias/Cantabria,2025-05-03,Google Reviews,Positivo,4.8,Limpieza,es,Pareja
Barcelona,Cataluña,2025-05-03,Booking.com,Negativo,1.4,Alojamiento,it,Amigos
Mallorca,Islas Baleares,2025-05-04,TripAdvisor,Negativo,1.1,Alojamiento,fr,Pareja
Teruel,Aragón,2025-05-05,Google Reviews,Positivo,4.4,Precio,es,Familia
Tenerife,Islas Canarias,2025-05-05,TripAdvisor,Positivo,4.8,Masificación,es,Pareja
Costa del Sol,Andalucía,2025-05-05,Google Reviews,Neutro,3.3,Alojamiento,es,Familia
San Sebastián,País Vasco,2025-05-05,TripAdvisor,Negativo,1.5,Precio,es,Pareja
Teruel,Aragón,2025-05-06,Airbnb,Positivo,3.8,Atractivos,de,Pareja
Extremadura,Extremadura,2025-05-06,Google Reviews,Positivo,4.6,Precio,es,Familia
San Sebastián,País Vasco,2025-05-06,Airbnb,Negativo,2.3,Gastronomía,de,Familia
Extremadura,Extremadura,2025-05-07,Google Reviews,Positivo,4.8,Gastronomía,de,Solo
Granada,Andalucía,2025-05-08,TripAdvisor,Positivo,4.9,Limpieza,it,Pareja
Extremadura,Extremadura,2025-05-08,Booking.com,Negativo,2.4,Gastronomía,de,Pareja
