destination,region,destination_type,year,month,period,season,visitors,congestion_index,hotel_occupancy_pct,avg_daily_spend_eur,sentiment_score,review_volume,esg_score,capacity_index
Picos de Europa,Asturias/Cantabria,rural,2023,11,2023-11,low,1737,11.1,10.5,155.32,4.59,147,66.5,35
Picos de Europa,Asturias/Cantabria,rural,2023,12,2023-12,low,2029,9.5,10.0,117.31,4.13,193,67.3,35
Picos de Europa,Asturias/Cantabria,rural,2024,1,2024-01,low,1770,9.8,10.0,243.57,4.46,226,35.2,35
Picos de Europa,Asturias/Cantabria,rural,2024,2,2024-02,low,1919,9.8,10.0,180.02,3.57,209,65.3,35
Picos de Europa,Asturias/Cantabria,rural,2024,3,2024-03,shoulder,3486,19.8,20.7,194.25,4.32,594,73.7,35
Picos de Europa,Asturias/Cantabria,rural,2024,4,2024-04,shoulder,3460,20.4,18.6,146.95,4.03,540,46.5,35
Picos de Europa,Asturias/Cantabria,rural,2024,5,2024-05,shoulder,3380,20.3,20.4,202.23,4.04,522,65.1,35
Picos de Europa,Asturias/Cantabria,rural,2024,6,2024-06,high,5324,30.2,30.4,226.11,4.24,633,63.4,35
Picos de Europa,Asturias/Cantabria,rural,2024,7,2024-07,peak,6057,36.8,37.7,202.08,4.19,511,56.5,35
Picos de Europa,Asturias/Cantabria,rural,2024,8,2024-08,peak,6224,32.3,33.5,184.49,4.02,809,58.5,35
Picos de Europa,Asturias/Cantabria,rural,2024,9,2024-09,high,4746,25.2,24.5,101.33,4.49,691,56.7,35
Picos de Europa,Asturias/Cantabria,rural,2024,10,2024-10,shoulder,3637,18.1,17.7,100.82,4.32,407,54.0,35
Picos de Europa,Asturias/Cantabria,rural,2024,11,2024-11,low,2048,10.7,10.5,173.9,4.5,345,50.2,35
Picos de Europa,Asturias/Cantabria,rural,2024,12,2024-12,low,2106,10.5,10.6,107.17,4.33,292,37.6,35
Picos de Europa,Asturias/Cantabria,rural,2025,1,2025-01,low,1911,9.7,10.0,122.21,3.79,308,59.4,35
Picos de Europa,Asturias/Cantabria,rural,2025,2,2025-02,low,1845,9.6,10.0,106.93,4.28,202,68.2,35
Picos de Europa,Asturias/Cantabria,rural,2025,3,2025-03,shoulder,3127,17.1,17.7,77.22,4.24,268,60.2,35
Picos de Europa,Asturias/Cantabria,rural,2025,4,2025-04,shoulder,3258,18.4,17.7,154.32,3.84,302,82.4,35
Picos de Europa,Asturias/Cantabria,rural,2025,5,2025-05,shoulder,3304,18.0,17.4,213.48,4.01,554,63.4,35
Picos de Europa,Asturias/Cantabria,rural,2025,6,2025-06,high,5342,25.0,21.7,215.53,3.75,687,87.0,35
Picos de Europa,Asturias/Cantabria,rural,2025,7,2025-07,peak,6492,33.1,31.7,218.55,4.26,909,57.5,35
Picos de Europa,Asturias/Cantabria,rural,2025,8,2025-08,peak,6013,30.2,27.1,162.49,4.4,739,68.3,35
Picos de Europa,Asturias/Cantabria,rural,2025,9,2025-09,high,4521,24.9,24.8,130.56,4.08,664,70.6,35
Picos de Europa,Asturias/Cantabria,rural,2025,10,2025-10,shoulder,3885,20.0,20.2,183.4,3.94,634,72.3,35
Picos de Europa,Asturias/Cantabria,rural,2025,11,2025-11,low,1958,10.3,10.4,213.02,3.71,241,41.8,35
Picos de Europa,Asturias/Cantabria,rural,2025,12,2025-12,low,1990,10.9,10.5,94.88,4.44,339,53.3,35
Picos de Europa,Asturias/Cantabria,rural,2026,1,2026-01,low,1783,10.8,10.0,187.1,4.04,221,62.2,35
Picos de Europa,Asturias/Cantabria,rural,2026,2,2026-02,low,1708,10.8,10.0,173.81,4.06,286,61.8,35
Picos de Europa,Asturias/Cantabria,rural,2026,3,2026-03,shoulder,3433,20.0,18.1,162.66,4.24,392,64.3,35
Picos de Europa,Asturias/Cantabria,rural,2026,4,2026-04,shoulder,3882,17.9,18.1,182.56,3.94,407,59.0,35
Teruel,Aragón,rural,2023,1,2023-01,low,2836,6.7,10.0,162.22,4.76,499,63.1,22
Teruel,Aragón,rural,2023,2,2023-02,low,2864,5.7,10.0,97.81,3.93,504,48.5,22
Teruel,Aragón,rural,2023,3,2023-03,shoulder,5035,13.1,13.0,115.26,4.23,467,48.6,22
Teruel,Aragón,rural,2023,4,2023-04,shoulder,4432,10.7,10.8,140.1,4.06,644,66.0,22
Teruel,Aragón,rural,2023,5,2023-05,shoulder,4423,10.9,10.0,169.4,4.11,432,61.4,22
Teruel,Aragón,rural,2023,6,2023-06,high,8042,18.5,15.9,207.56,4.17,753,65.6,22
Teruel,Aragón,rural,2023,7,2023-07,peak,8943,20.2,19.7,136.19,3.98,1467,52.6,22
Teruel,Aragón,rural,2023,8,2023-08,peak,9587,21.7,21.2,120.68,4.8,1081,65.6,22
Teruel,Aragón,rural,2023,9,2023-09,high,7130,17.0,14.6,204.01,4.06,884,50.4,22
Teruel,Aragón,rural,2023,10,2023-10,shoulder,5224,12.2,12.2,145.51,3.65,735,62.8,22
Teruel,Aragón,rural,2023,11,2023-11,low,2588,6.3,10.0,148.74,4.21,301,69.1,22
Teruel,Aragón,rural,2023,12,2023-12,low,2689,6.8,10.0,168.4,3.87,341,71.1,22
Teruel,Aragón,rural,2024,1,2024-01,low,2615,6.5,10.0,166.57,4.44,371,46.7,22
Teruel,Aragón,rural,2024,2,2024-02,low,2481,7.3,10.0,223.53,4.49,198,52.3,22
Teruel,Aragón,rural,2024,3,2024-03,shoulder,5503,12.4,13.0,176.49,4.31,976,45.3,22
Teruel,Aragón,rural,2024,4,2024-04,shoulder,4710,10.7,11.1,163.57,3.89,619,26.5,22
Teruel,Aragón,rural,2024,5,2024-05,shoulder,4885,10.7,10.6,139.02,4.39,460,55.1,22
Teruel,Aragón,rural,2024,6,2024-06,high,7827,18.8,17.8,139.21,4.08,1267,72.8,22
Teruel,Aragón,rural,2024,7,2024-07,peak,8873,20.4,19.1,160.73,3.86,1193,44.5,22
Teruel,Aragón,rural,2024,8,2024-08,peak,8764,23.8,24.2,162.79,4.02,1191,56.3,22
Teruel,Aragón,rural,2024,9,2024-09,high,7335,17.5,15.8,226.33,4.08,613,30.0,22
Teruel,Aragón,rural,2024,10,2024-10,shoulder,5002,10.6,10.3,121.31,4.12,493,53.8,22
Teruel,Aragón,rural,2024,11,2024-11,low,2540,5.8,10.0,167.37,3.8,278,66.6,22
Teruel,Aragón,rural,2024,12,2024-12,low,2447,6.6,10.0,218.79,4.1,427,64.8,22
Teruel,Aragón,rural,2025,1,2025-01,low,2857,6.1,10.0,167.65,3.77,254,61.8,22
Teruel,Aragón,rural,2025,2,2025-02,low,2497,6.5,10.0,201.43,3.85,218,58.7,22
Teruel,Aragón,rural,2025,3,2025-03,shoulder,5187,10.5,10.0,94.11,4.26,716,45.3,22
Teruel,Aragón,rural,2025,4,2025-04,shoulder,4965,13.3,11.5,164.38,3.72,883,66.0,22
Teruel,Aragón,rural,2025,5,2025-05,shoulder,4421,10.6,10.5,108.93,4.44,503,40.0,22
Teruel,Aragón,rural,2025,6,2025-06,high,6828,17.3,15.3,141.48,4.16,884,50.2,22
Teruel,Aragón,rural,2025,7,2025-07,peak,8385,23.8,21.4,178.34,4.3,1144,68.7,22
Teruel,Aragón,rural,2025,8,2025-08,peak,9584,19.9,20.1,181.97,4.2,1068,71.2,22
Teruel,Aragón,rural,2025,9,2025-09,high,7565,17.1,16.7,211.34,3.89,991,54.3,22
Teruel,Aragón,rural,2025,10,2025-10,shoulder,4781,12.8,12.9,71.57,3.92,775,57.5,22
Teruel,Aragón,rural,2025,11,2025-11,low,2717,6.0,10.0,191.4,4.35,289,48.9,22
Teruel,Aragón,rural,2025,12,2025-12,low,2761,6.4,10.0,172.31,3.9,455,55.1,22
Teruel,Aragón,rural,2026,1,2026-01,low,3036,6.8,10.0,88.03,4.53,420,60.8,22
Teruel,Aragón,rural,2026,2,2026-02,low,2999,5.9,10.0,181.52,4.04,433,61.9,22
Teruel,Aragón,rural,2026,3,2026-03,shoulder,5184,12.0,10.9,105.84,3.87,648,72.4,22
Teruel,Aragón,rural,2026,4,2026-04,shoulder,5053,13.1,11.6,175.75,4.04,716,70.1,22
