destination,region,date,platform,sentiment,score,aspect,language,reviewer_type,year,month,period
Ronda,Andalucía,2025-06-21,Google Reviews,Negativo,2.4,Precio,de,Amigos,2025,6,2025-06
Extremadura,Extremadura,2025-06-21,Airbnb,Positivo,4.3,Gastronomía,es,Pareja,2025,6,2025-06
Picos de Europa,Asturias/Cantabria,2025-06-22,Google Reviews,Neutro,3.2,Alojamiento,en,Pareja,2025,6,2025-06
Mallorca,Islas Baleares,2025-06-22,Booking.com,Negativo,1.5,Masificación,es,Amigos,2025,6,2025-06
Barcelona,Cataluña,2025-06-22,TripAdvisor,Neutro,3.2,Limpieza,de,Pareja,2025,6,2025-06
Tenerife,Islas Canarias,2025-06-22,Booking.com,Negativo,1.4,Gastronomía,en,Familia,2025,6,2025-06
Teruel,Aragón,2025-06-22,TripAdvisor,Positivo,3.9,Gastronomía,en,Solo,2025,6,2025-06
Tenerife,Islas Canarias,2025-06-22,Airbnb,Negativo,1.6,Transporte,en,Familia,2025,6,2025-06
Sevilla,Andalucía,2025-06-23,TripAdvisor,Positivo,4.1,Alojamiento,en,Pareja,2025,6,2025-06
Picos de Europa,Asturias/Cantabria,2025-06-24,Booking.com,Neutro,3.5,Atractivos,en,Pareja,2025,6,2025-06
Teruel,Aragón,2025-06-24,Booking.com,Negativo,1.8,Precio,es,Familia,2025,6,2025-06
Ronda,Andalucía,2025-06-24,Booking.com,Positivo,4.7,Transporte,es,Pareja,2025,6,2025-06
Costa del Sol,Andalucía,2025-06-24,Booking.com,Positivo,4.8,Precio,en,Pareja,2025,6,2025-06
Costa del Sol,Andalucía,2025-06-25,Airbnb,Negativo,1.3,Masificación,es,Familia,2025,6,2025-06
Teruel,Aragón,2025-06-25,Airbnb,Negativo,1.3,Gastronomía,es,Solo,2025,6,2025-06
Extremadura,Extremadura,2025-06-26,TripAdvisor,Positivo,4.4,Limpieza,es,Pareja,2025,6,2025-06
Extremadura,Extremadura,2025-06-26,TripAdvisor,Negativo,2.0,Atractivos,es,Pareja,2025,6,2025-06
Ronda,Andalucía,2025-06-27,TripAdvisor,Positivo,4.9,Atractivos,es,Solo,2025,6,2025-06
Picos de Europa,Asturias/Cantabria,2025-06-28,TripAdvisor,Positivo,4.0,Alojamiento,es,Solo,2025,6,2025-06
San Sebastián,País Vasco,2025-06-29,Airbnb,Negativo,1.4,Transporte,de,Solo,2025,6,2025-06
Madrid,Madrid,2025-06-29,Google Reviews,Positivo,4.0,Limpieza,es,Negocios,2025,6,2025-06
Granada,Andalucía,2025-06-30,Google Reviews,Negativo,1.3,Gastronomía,en,Familia,2025,6,2025-06
Costa Brava,Cataluña,2025-06-30,Airbnb,Negativo,1.3,Gastronomía,fr,Pareja,2025,6,2025-06
Teruel,Aragón,2025-07-01,Airbnb,Positivo,4.6,Alojamiento,de,Familia,2025,7,2025-07
Sevilla,Andalucía,2025-07-01,Airbnb,Positivo,4.1,Alojamiento,es,Familia,2025,7,2025-07
Ronda,Andalucía,2025-07-01,Booking.com,Positivo,4.8,Atractivos,es,Pareja,2025,7,2025-07
Costa Brava,Cataluña,2025-07-01,Booking.com,Negativo,2.3,Gastronomía,es,Solo,2025,7,2025-07
Ronda,Andalucía,2025-07-02,Airbnb,Positivo,3.7,Alojamiento,en,Pareja,2025,7,2025-07
Costa Brava,Cataluña,2025-07-02,Booking.com,Positivo,4.3,Transporte,it,Pareja,2025,7,2025-07
Ronda,Andalucía,2025-07-02,TripAdvisor,Negativo,2.0,Limpieza,it,Familia,2025,7,2025-07
Teruel,Aragón,2025-07-02,Google Reviews,Positivo,3.8,Limpieza,de,Pareja,2025,7,2025-07
Picos de Europa,Asturias/Cantabria,2025-07-03,Airbnb,Positivo,4.8,Transporte,de,Pareja,2025,7,2025-07
Ronda,Andalucía,2025-07-03,Google Reviews,Positivo,4.5,Precio,fr,Pareja,2025,7,2025-07
Granada,Andalucía,2025-07-04,TripAdvisor,Positivo,4.7,Transporte,de,Familia,2025,7,2025-07
San Sebastián,País Vasco,2025-07-04,Airbnb,Negativo,2.2,Gastronomía,de,Pareja,2025,7,2025-07
Granada,Andalucía,2025-07-04,Booking.com,Negativo,1.8,Atractivos,es,Solo,2025,7,2025-07
Valencia,Comunidad Valenciana,2025-07-04,Booking.com,Positivo,4.2,Precio,en,Pareja,2025,7,2025-07
Costa Brava,Cataluña,2025-07-04,Airbnb,Negativo,1.8,Atractivos,es,Pareja,2025,7,2025-07
Costa Brava,Cataluña,2025-07-05,Google Reviews,Negativo,2.0,Atractivos,de,Familia,2025,7,2025-07
Picos de Europa,Asturias/Cantabria,2025-07-05,Google Reviews,Positivo,4.8,Alojamiento,fr,Familia,2025,7,2025-07
Valencia,Comunidad Valenciana,2025-07-05,Airbnb,Positivo,4.6,Limpieza,it,Familia,2025,7,2025-07
Ronda,Andalucía,2025-07-05,Airbnb,Positivo,4.6,Limpieza,en,Amigos,2025,7,2025-07
Costa del Sol,Andalucía,2025-07-06,Airbnb,Positivo,4.0,Atractivos,en,Amigos,2025,7,2025-07
Teruel,Aragón,2025-07-06,Airbnb,Positivo,4.7,Precio,es,Pareja,2025,7,2025-07
Madrid,Madrid,2025-07-06,Airbnb,Negativo,1.8,Transporte,it,Pareja,2025,7,2025-07
Valencia,Comunidad Valenciana,2025-07-06,TripAdvisor,Positivo,4.2,Alojamiento,fr,Pareja,2025,7,2025-07
Picos de Europa,Asturias/Cantabria,2025-07-07,Google Reviews,Positivo,4.1,Limpieza,en,Pareja,2025,7,2025-07
Teruel,Aragón,2025-07-08,Google Reviews,Positivo,4.4,Transporte,de,Solo,2025,7,2025-07
Costa del Sol,Andalucía,2025-07-08,TripAdvisor,Negativo,1.8,Transporte,en,Familia,2025,7,2025-07
Picos de Europa,Asturias/Cantabria,2025-07-08,Airbnb,Neutro,3.3,Masificación,de,Familia,2025,7,2025-07
Mallorca,Islas Baleares,2025-07-08,TripAdvisor,Negativo,2.4,Transporte,es,Pareja,2025,7,2025-07
Costa del Sol,Andalucía,2025-07-09,Google Reviews,Negativo,1.5,Limpieza,es,Familia,2025,7,2025-07
Extremadura,Extremadura,2025-07-09,Airbnb,Neutro,3.0,Masificación,es,Pareja,2025,7,2025-07
Madrid,Madrid,2025-07-10,Google Reviews,Positivo,4.5,Gastronomía,fr,Solo,2025,7,2025-07
Sevilla,Andalucía,2025-07-11,Airbnb,Positivo,4.9,Limpieza,es,Familia,2025,7,2025-07
San Sebastián,País Vasco,2025-07-12,Google Reviews,Neutro,3.3,Transporte,fr,Pareja,2025,7,2025-07
Granada,Andalucía,2025-07-12,Booking.com,Negativo,1.2,Gastronomía,fr,Familia,2025,7,2025-07
Mallorca,Islas Baleares,2025-07-12,Airbnb,Neutro,2.8,Precio,fr,Pareja,2025,7,2025-07
San Sebastián,País Vasco,2025-07-13,Google Reviews,Positivo,4.3,Limpieza,es,Pareja,2025,7,2025-07
Ronda,Andalucía,2025-07-13,Google Reviews,Positivo,3.9,Alojamiento,it,Amigos,2025,7,2025-07
Ronda,Andalucía,2025-07-14,Google Reviews,Negativo,2.2,Masificación,it,Pareja,2025,7,2025-07
Sevilla,Andalucía,2025-07-15,Booking.com,Negativo,2.4,Transporte,fr,Negocios,2025,7,2025-07
Tenerife,Islas Canarias,2025-07-15,TripAdvisor,Negativo,1.5,Transporte,es,Solo,2025,7,2025-07
Granada,Andalucía,2025-07-16,Booking.com,Neutro,3.2,Alojamiento,es,Amigos,2025,7,2025-07
San Sebastián,País Vasco,2025-07-17,Airbnb,Positivo,4.9,Gastronomía,en,Familia,2025,7,2025-07
Costa del Sol,Andalucía,2025-07-17,TripAdvisor,Negativo,1.6,Masificación,it,Familia,2025,7,2025-07
Picos de Europa,Asturias/Cantabria,2025-07-17,Airbnb,Negativo,2.4,Precio,en,Familia,2025,7,2025-07
Costa Brava,Cataluña,2025-07-17,Booking.com,Positivo,4.4,Precio,fr,Solo,2025,7,2025-07
Ronda,Andalucía,2025-07-17,Google Reviews,Positivo,4.4,Alojamiento,en,Familia,2025,7,2025-07
Madrid,Madrid,2025-07-18,Booking.com,Positivo,3.8,Limpieza,de,Familia,2025,7,2025-07
Mallorca,Islas Baleares,2025-07-19,Booking.com,Neutro,3.4,Masificación,fr,Pareja,2025,7,2025-07
San Sebastián,País Vasco,2025-07-19,Airbnb,Negativo,1.9,Limpieza,en,Solo,2025,7,2025-07
Extremadura,Extremadura,2025-07-19,Google Reviews,Neutro,3.4,Transporte,en,Amigos,2025,7,2025-07
Teruel,Aragón,2025-07-19,Airbnb,Positivo,4.7,Masificación,en,Familia,2025,7,2025-07
Madrid,Madrid,2025-07-19,Google Reviews,Negativo,1.6,Masificación,en,Pareja,2025,7,2025-07
Tenerife,Islas Canarias,2025-07-20,Airbnb,Neutro,3.3,Masificación,fr,Pareja,2025,7,2025-07
Extremadura,Extremadura,2025-07-20,Google Reviews,Positivo,5.0,Gastronomía,en,Familia,2025,7,2025-07
Barcelona,Cataluña,2025-07-20,TripAdvisor,Negativo,2.3,Limpieza,it,Amigos,2025,7,2025-07
Granada,Andalucía,2025-07-22,TripAdvisor,Positivo,4.7,Atractivos,en,Solo,2025,7,2025-07
Barcelona,Cataluña,2025-07-22,Booking.com,Positivo,3.5,Limpieza,es,Amigos,2025,7,2025-07
Madrid,Madrid,2025-07-23,Google Reviews,Negativo,2.4,Masificación,es,Familia,2025,7,2025-07
Costa del Sol,Andalucía,2025-07-24,Google Reviews,Positivo,3.8,Atractivos,en,Pareja,2025,7,2025-07
Sevilla,Andalucía,2025-07-24,Airbnb,Positivo,4.5,Atractivos,en,Pareja,2025,7,2025-07
Extremadura,Extremadura,2025-07-25,Airbnb,Positivo,4.9,Masificación,es,Solo,2025,7,2025-07
Extremadura,Extremadura,2025-07-26,Google Reviews,Positivo,4.7,Precio,es,Amigos,2025,7,2025-07
Madrid,Madrid,2025-07-27,Google Reviews,Negativo,1.7,Masificación,it,Pareja,2025,7,2025-07
Costa Brava,Cataluña,2025-07-27,Booking.com,Neutro,3.2,Precio,es,Amigos,2025,7,2025-07
San Sebastián,País Vasco,2025-07-27,Google Reviews,Positivo,3.7,Transporte,de,Familia,2025,7,2025-07
Ronda,Andalucía,2025-07-28,Google Reviews,Positivo,4.3,Masificación,fr,Amigos,2025,7,2025-07
Costa Brava,Cataluña,2025-07-28,Booking.com,Neutro,3.2,Atractivos,en,Amigos,2025,7,2025-07
Granada,Andalucía,2025-07-29,Airbnb,Negativo,1.7,Transporte,es,Pareja,2025,7,2025-07
Valencia,Comunidad Valenciana,2025-07-30,Airbnb,Positivo,4.8,Limpieza,es,Amigos,2025,7,2025-07
Barcelona,Cataluña,2025-07-30,Booking.com,Neutro,3.5,Transporte,en,Pareja,2025,7,2025-07
Tenerife,Islas Canarias,2025-07-30,TripAdvisor,Neutro,3.0,Gastronomía,it,Pareja,2025,7,2025-07
Madrid,Madrid,2025-07-31,TripAdvisor,Neutro,2.7,Precio,en,Pareja,2025,7,2025-07
Sevilla,Andalucía,2025-08-01,Google Reviews,Negativo,1.5,Atractivos,de,Familia,2025,8,2025-08
Mallorca,Islas Baleares,2025-08-02,Airbnb,Positivo,3.9,Alojamiento,fr,Amigos,2025,8,2025-08
Extremadura,Extremadura,2025-08-02,Booking.com,Neutro,3.4,Gastronomía,en,Solo,2025,8,2025-08
San Sebastián,País Vasco,2025-08-03,TripAdvisor,Positivo,3.7,Precio,it,Pareja,2025,8,2025-08
Costa del Sol,Andalucía,2025-08-04,Google Reviews,Positivo,4.7,Precio,it,Familia,2025,8,2025-08
Madrid,Madrid,2025-08-04,Google Reviews,Neutro,2.9,Atractivos,es,Amigos,2025,8,2025-08
Madrid,Madrid,2025-08-05,TripAdvisor,Positivo,4.4,Gastronomía,es,Familia,2025,8,2025-08
Teruel,Aragón,2025-08-06,TripAdvisor,Positivo,3.8,Atractivos,it,Familia,2025,8,2025-08
Extremadura,Extremadura,2025-08-06,Booking.com,Positivo,4.3,Gastronomía,en,Amigos,2025,8,2025-08
Extremadura,Extremadura,2025-08-06,TripAdvisor,Positivo,4.9,Transporte,es,Amigos,2025,8,2025-08
Madrid,Madrid,2025-08-06,Booking.com,Positivo,4.0,Alojamiento,es,Pareja,2025,8,2025-08
San Sebastián,País Vasco,2025-08-06,Booking.com,Positivo,4.4,Gastronomía,es,Familia,2025,8,2025-08
Picos de Europa,Asturias/Cantabria,2025-08-07,Booking.com,Neutro,2.7,Atractivos,es,Amigos,2025,8,2025-08
Valencia,Comunidad Valenciana,2025-08-07,Airbnb,Negativo,2.2,Limpieza,es,Pareja,2025,8,2025-08
San Sebastián,País Vasco,2025-08-08,Google Reviews,Neutro,3.4,Alojamiento,es,Pareja,2025,8,2025-08
Teruel,Aragón,2025-08-08,TripAdvisor,Neutro,2.8,Gastronomía,de,Familia,2025,8,2025-08
Mallorca,Islas Baleares,2025-08-08,TripAdvisor,Negativo,2.0,Alojamiento,es,Familia,2025,8,2025-08
Madrid,Madrid,2025-08-08,Google Reviews,Neutro,3.2,Precio,de,Familia,2025,8,2025-08
Ronda,Andalucía,2025-08-10,Booking.com,Positivo,4.4,Masificación,de,Pareja,2025,8,2025-08
San Sebastián,País Vasco,2025-08-10,Booking.com,Negativo,1.6,Atractivos,de,Familia,2025,8,2025-08
Barcelona,Cataluña,2025-08-10,Booking.com,Negativo,1.9,Gastronomía,en,Solo,2025,8,2025-08
Teruel,Aragón,2025-08-10,Booking.com,Positivo,4.2,Alojamiento,es,Pareja,2025,8,2025-08
Costa Brava,Cataluña,2025-08-10,Google Reviews,Negativo,1.8,Precio,it,Amigos,2025,8,2025-08
Barcelona,Cataluña,2025-08-11,TripAdvisor,Negativo,1.2,Alojamiento,en,Familia,2025,8,2025-08
Barcelona,Cataluña,2025-08-11,Airbnb,Negativo,2.0,Gastronomía,es,Pareja,2025,8,2025-08
Extremadura,Extremadura,2025-08-11,TripAdvisor,Positivo,3.6,Alojamiento,en,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-12,TripAdvisor,Positivo,4.8,Limpieza,es,Familia,2025,8,2025-08
San Sebastián,País Vasco,2025-08-12,Airbnb,Negativo,1.7,Atractivos,fr,Pareja,2025,8,2025-08
Madrid,Madrid,2025-08-12,Booking.com,Positivo,4.4,Atractivos,es,Amigos,2025,8,2025-08
Teruel,Aragón,2025-08-12,Booking.com,Positivo,4.8,Atractivos,de,Pareja,2025,8,2025-08
Tenerife,Islas Canarias,2025-08-12,Booking.com,Positivo,5.0,Limpieza,es,Familia,2025,8,2025-08
Valencia,Comunidad Valenciana,2025-08-12,Booking.com,Neutro,3.2,Gastronomía,es,Negocios,2025,8,2025-08
Valencia,Comunidad Valenciana,2025-08-12,TripAdvisor,Positivo,4.2,Gastronomía,de,Amigos,2025,8,2025-08
Granada,Andalucía,2025-08-12,Airbnb,Negativo,1.7,Gastronomía,en,Pareja,2025,8,2025-08
Madrid,Madrid,2025-08-12,Google Reviews,Negativo,1.2,Masificación,en,Familia,2025,8,2025-08
Extremadura,Extremadura,2025-08-12,TripAdvisor,Negativo,1.6,Gastronomía,en,Pareja,2025,8,2025-08
San Sebastián,País Vasco,2025-08-13,Google Reviews,Neutro,3.1,Atractivos,en,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-13,TripAdvisor,Positivo,3.7,Alojamiento,es,Pareja,2025,8,2025-08
Picos de Europa,Asturias/Cantabria,2025-08-13,Google Reviews,Positivo,3.5,Precio,es,Familia,2025,8,2025-08
Valencia,Comunidad Valenciana,2025-08-13,Google Reviews,Negativo,1.3,Atractivos,it,Pareja,2025,8,2025-08
Madrid,Madrid,2025-08-13,TripAdvisor,Positivo,4.4,Precio,en,Pareja,2025,8,2025-08
Granada,Andalucía,2025-08-14,TripAdvisor,Negativo,2.2,Precio,es,Familia,2025,8,2025-08
Teruel,Aragón,2025-08-15,Booking.com,Positivo,4.7,Precio,de,Solo,2025,8,2025-08
Barcelona,Cataluña,2025-08-15,Google Reviews,Positivo,4.2,Atractivos,en,Pareja,2025,8,2025-08
Costa del Sol,Andalucía,2025-08-15,TripAdvisor,Negativo,1.6,Gastronomía,en,Pareja,2025,8,2025-08
Teruel,Aragón,2025-08-15,Google Reviews,Positivo,4.3,Limpieza,en,Familia,2025,8,2025-08
Costa del Sol,Andalucía,2025-08-16,Booking.com,Negativo,2.0,Precio,it,Solo,2025,8,2025-08
Madrid,Madrid,2025-08-16,Booking.com,Neutro,2.6,Masificación,en,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-16,TripAdvisor,Negativo,2.3,Transporte,en,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-17,Airbnb,Negativo,2.0,Alojamiento,es,Familia,2025,8,2025-08
Barcelona,Cataluña,2025-08-17,Booking.com,Negativo,1.9,Transporte,en,Pareja,2025,8,2025-08
Barcelona,Cataluña,2025-08-17,Google Reviews,Negativo,1.9,Masificación,de,Pareja,2025,8,2025-08
Granada,Andalucía,2025-08-18,Google Reviews,Positivo,4.0,Transporte,en,Solo,2025,8,2025-08
Ronda,Andalucía,2025-08-18,Google Reviews,Positivo,4.8,Alojamiento,es,Negocios,2025,8,2025-08
Granada,Andalucía,2025-08-19,Airbnb,Positivo,4.8,Limpieza,en,Familia,2025,8,2025-08
Granada,Andalucía,2025-08-19,Booking.com,Positivo,3.9,Atractivos,en,Familia,2025,8,2025-08
Sevilla,Andalucía,2025-08-19,Airbnb,Positivo,3.9,Limpieza,en,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-20,Booking.com,Positivo,4.8,Alojamiento,en,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-21,Booking.com,Negativo,1.7,Transporte,en,Familia,2025,8,2025-08
Valencia,Comunidad Valenciana,2025-08-21,Airbnb,Positivo,4.6,Masificación,it,Pareja,2025,8,2025-08
Costa del Sol,Andalucía,2025-08-21,TripAdvisor,Neutro,3.0,Atractivos,en,Pareja,2025,8,2025-08
Valencia,Comunidad Valenciana,2025-08-21,Airbnb,Negativo,2.2,Atractivos,es,Familia,2025,8,2025-08
Teruel,Aragón,2025-08-21,Google Reviews,Neutro,2.7,Masificación,en,Pareja,2025,8,2025-08
San Sebastián,País Vasco,2025-08-22,Google Reviews,Negativo,1.4,Alojamiento,de,Amigos,2025,8,2025-08
Extremadura,Extremadura,2025-08-22,Airbnb,Positivo,4.1,Transporte,es,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-22,Airbnb,Negativo,1.2,Alojamiento,it,Pareja,2025,8,2025-08
Madrid,Madrid,2025-08-22,Google Reviews,Neutro,2.8,Precio,en,Amigos,2025,8,2025-08
Granada,Andalucía,2025-08-22,Booking.com,Positivo,4.1,Transporte,es,Solo,2025,8,2025-08
Costa del Sol,Andalucía,2025-08-22,Google Reviews,Negativo,1.6,Gastronomía,de,Familia,2025,8,2025-08
Madrid,Madrid,2025-08-23,Booking.com,Negativo,2.1,Limpieza,es,Pareja,2025,8,2025-08
San Sebastián,País Vasco,2025-08-23,Google Reviews,Negativo,1.1,Limpieza,fr,Familia,2025,8,2025-08
Madrid,Madrid,2025-08-23,Google Reviews,Positivo,3.7,Gastronomía,es,Amigos,2025,8,2025-08
Tenerife,Islas Canarias,2025-08-23,Airbnb,Positivo,4.3,Masificación,en,Pareja,2025,8,2025-08
Costa del Sol,Andalucía,2025-08-23,Airbnb,Negativo,2.2,Alojamiento,de,Amigos,2025,8,2025-08
Barcelona,Cataluña,2025-08-24,Booking.com,Negativo,2.1,Gastronomía,de,Amigos,2025,8,2025-08
Ronda,Andalucía,2025-08-24,Airbnb,Negativo,1.6,Masificación,it,Solo,2025,8,2025-08
Barcelona,Cataluña,2025-08-24,Booking.com,Positivo,3.7,Limpieza,it,Pareja,2025,8,2025-08
Teruel,Aragón,2025-08-24,TripAdvisor,Neutro,2.9,Alojamiento,en,Solo,2025,8,2025-08
Picos de Europa,Asturias/Cantabria,2025-08-25,Booking.com,Positivo,4.7,Atractivos,en,Pareja,2025,8,2025-08
Granada,Andalucía,2025-08-25,Google Reviews,Positivo,3.7,Alojamiento,it,Pareja,2025,8,2025-08
Picos de Europa,Asturias/Cantabria,2025-08-25,Airbnb,Negativo,2.2,Alojamiento,en,Amigos,2025,8,2025-08
Mallorca,Islas Baleares,2025-08-26,Google Reviews,Neutro,3.0,Gastronomía,en,Pareja,2025,8,2025-08
Sevilla,Andalucía,2025-08-26,Google Reviews,Negativo,1.8,Atractivos,es,Familia,2025,8,2025-08
Picos de Europa,Asturias/Cantabria,2025-08-26,Google Reviews,Positivo,4.5,Precio,it,Familia,2025,8,2025-08
Granada,Andalucía,2025-08-27,TripAdvisor,Positivo,3.8,Atractivos,fr,Familia,2025,8,2025-08
Mallorca,Islas Baleares,2025-08-28,Google Reviews,Negativo,2.1,Transporte,es,Pareja,2025,8,2025-08
San Sebastián,País Vasco,2025-08-28,Google Reviews,Negativo,2.1,Alojamiento,fr,Pareja,2025,8,2025-08
Mallorca,Islas Baleares,2025-08-29,Google Reviews,Negativo,2.3,Limpieza,fr,Amigos,2025,8,2025-08
Sevilla,Andalucía,2025-08-29,Booking.com,Positivo,4.4,Gastronomía,en,Solo,2025,8,2025-08
Granada,Andalucía,2025-08-30,TripAdvisor,Positivo,4.0,Gastronomía,en,Amigos,2025,8,2025-08
Barcelona,Cataluña,2025-08-30,Google Reviews,Negativo,1.8,Transporte,es,Familia,2025,8,2025-08
Mallorca,Islas Baleares,2025-08-31,Google Reviews,Negativo,2.1,Atractivos,en,Pareja,2025,8,2025-08
Tenerife,Islas Canarias,2025-08-31,TripAdvisor,Positivo,3.7,Alojamiento,de,Familia,2025,8,2025-08
Sevilla,Andalucía,2025-09-01,TripAdvisor,Positivo,3.7,Transporte,es,Pareja,2025,9,2025-09
Extremadura,Extremadura,2025-09-01,Booking.com,Positivo,4.8,Atractivos,de,Familia,2025,9,2025-09
Teruel,Aragón,2025-09-01,Google Reviews,Positivo,3.8,Atractivos,en,Pareja,2025,9,2025-09
Barcelona,Cataluña,2025-09-02,TripAdvisor,Negativo,2.4,Alojamiento,de,Pareja,2025,9,2025-09
Tenerife,Islas Canarias,2025-09-02,TripAdvisor,Negativo,1.5,Masificación,de,Pareja,2025,9,2025-09
San Sebastián,País Vasco,2025-09-02,Booking.com,Negativo,2.0,Transporte,es,Pareja,2025,9,2025-09
Mallorca,Islas Baleares,2025-09-02,Airbnb,Neutro,3.1,Atractivos,it,Familia,2025,9,2025-09
Granada,Andalucía,2025-09-03,Google Reviews,Neutro,3.4,Transporte,fr,Amigos,2025,9,2025-09
Extremadura,Extremadura,2025-09-03,TripAdvisor,Positivo,4.3,Alojamiento,en,Pareja,2025,9,2025-09
Sevilla,Andalucía,2025-09-04,TripAdvisor,Negativo,1.4,Alojamiento,en,Pareja,2025,9,2025-09
Barcelona,Cataluña,2025-09-05,TripAdvisor,Negativo,1.8,Precio,es,Pareja,2025,9,2025-09
Granada,Andalucía,2025-09-05,TripAdvisor,Negativo,1.1,Masificación,fr,Pareja,2025,9,2025-09
Valencia,Comunidad Valenciana,2025-09-05,TripAdvisor,Positivo,3.9,Limpieza,en,Amigos,2025,9,2025-09
Costa Brava,Cataluña,2025-09-05,Booking.com,Positivo,3.7,Atractivos,it,Amigos,2025,9,2025-09
Costa del Sol,Andalucía,2025-09-06,Airbnb,Negativo,1.2,Masificación,de,Pareja,2025,9,2025-09
Costa Brava,Cataluña,2025-09-07,Airbnb,Negativo,1.9,Gastronomía,en,Amigos,2025,9,2025-09
Costa del Sol,Andalucía,2025-09-07,TripAdvisor,Neutro,3.4,Transporte,es,Familia,2025,9,2025-09
Granada,Andalucía,2025-09-08,TripAdvisor,Positivo,4.5,Transporte,es,Familia,2025,9,2025-09
Madrid,Madrid,2025-09-09,TripAdvisor,Neutro,2.8,Limpieza,en,Familia,2025,9,2025-09
Madrid,Madrid,2025-09-09,Google Reviews,Negativo,1.8,Masificación,en,Pareja,2025,9,2025-09
Picos de Europa,Asturias/Cantabria,2025-09-10,TripAdvisor,Positivo,4.0,Limpieza,de,Familia,2025,9,2025-09
Sevilla,Andalucía,2025-09-10,TripAdvisor,Negativo,1.2,Atractivos,en,Familia,2025,9,2025-09
San Sebastián,País Vasco,2025-09-10,Airbnb,Negativo,1.6,Masificación,es,Pareja,2025,9,2025-09
Mallorca,Islas Baleares,2025-09-10,Google Reviews,Negativo,2.4,Masificación,es,Pareja,2025,9,2025-09
Valencia,Comunidad Valenciana,2025-09-10,TripAdvisor,Negativo,2.4,Transporte,es,Amigos,2025,9,2025-09
Ronda,Andalucía,2025-09-10,Airbnb,Negativo,2.3,Gastronomía,es,Familia,2025,9,2025-09
Mallorca,Islas Baleares,2025-09-11,Booking.com,Negativo,1.4,Limpieza,it,Pareja,2025,9,2025-09
Mallorca,Islas Baleares,2025-09-11,Google Reviews,Positivo,3.9,Masificación,fr,Pareja,2025,9,2025-09
Extremadura,Extremadura,2025-09-12,Google Reviews,Positivo,5.0,Limpieza,de,Familia,2025,9,2025-09
Mallorca,Islas Baleares,2025-09-12,Airbnb,Negativo,2.3,Alojamiento,en,Amigos,2025,9,2025-09
Costa del Sol,Andalucía,2025-09-12,Airbnb,Negativo,1.8,Alojamiento,de,Amigos,2025,9,2025-09
Sevilla,Andalucía,2025-09-13,TripAdvisor,Neutro,2.9,Transporte,en,Amigos,2025,9,2025-09
Sevilla,Andalucía,2025-09-13,Google Reviews,Positivo,3.7,Precio,fr,Pareja,2025,9,2025-09
Granada,Andalucía,2025-09-13,Airbnb,Positivo,4.4,Limpieza,fr,Solo,2025,9,2025-09
Granada,Andalucía,2025-09-13,TripAdvisor,Negativo,2.4,Precio,es,Solo,2025,9,2025-09
Mallorca,Islas Baleares,2025-09-14,Airbnb,Neutro,2.7,Precio,es,Pareja,2025,9,2025-09
Teruel,Aragón,2025-09-15,TripAdvisor,Positivo,4.4,Alojamiento,es,Pareja,2025,9,2025-09
Picos de Europa,Asturias/Cantabria,2025-09-15,Google Reviews,Positivo,4.3,Transporte,en,Familia,2025,9,2025-09
Madrid,Madrid,2025-09-16,Booking.com,Positivo,4.4,Precio,fr,Pareja,2025,9,2025-09
Teruel,Aragón,2025-09-16,Google Reviews,Positivo,3.5,Precio,en,Amigos,2025,9,2025-09
Ronda,Andalucía,2025-09-16,TripAdvisor,Negativo,2.0,Transporte,fr,Negocios,2025,9,2025-09
Picos de Europa,Asturias/Cantabria,2025-09-16,TripAdvisor,Neutro,3.2,Gastronomía,en,Amigos,2025,9,2025-09
Sevilla,Andalucía,2025-09-17,Google Reviews,Positivo,4.0,Atractivos,en,Pareja,2025,9,2025-09
San Sebastián,País Vasco,2025-09-17,Google Reviews,Positivo,4.6,Limpieza,es,Negocios,2025,9,2025-09
San Sebastián,País Vasco,2025-09-17,Booking.com,Positivo,4.6,Atractivos,es,Pareja,2025,9,2025-09
Barcelona,Cataluña,2025-09-17,Airbnb,Neutro,3.4,Gastronomía,en,Pareja,2025,9,2025-09
Extremadura,Extremadura,2025-09-18,Booking.com,Positivo,3.7,Precio,es,Familia,2025,9,2025-09
Ronda,Andalucía,2025-09-18,TripAdvisor,Positivo,4.8,Masificación,en,Pareja,2025,9,2025-09
Granada,Andalucía,2025-09-19,Google Reviews,Positivo,4.8,Transporte,es,Pareja,2025,9,2025-09
Valencia,Comunidad Valenciana,2025-09-19,Booking.com,Positivo,4.1,Gastronomía,es,Familia,2025,9,2025-09
Mallorca,Islas Baleares,2025-09-19,Airbnb,Negativo,1.5,Limpieza,en,Pareja,2025,9,2025-09
Granada,Andalucía,2025-09-19,TripAdvisor,Negativo,2.2,Masificación,de,Amigos,2025,9,2025-09
Ronda,Andalucía,2025-09-20,Booking.com,Positivo,3.9,Atractivos,de,Familia,2025,9,2025-09
